number,value,datetime_start,datetime_complete,duration,params_centroids_new_old_ratio,params_gamma_1,params_gamma_2,params_lambda,params_lr,params_n_clusters,params_n_points,params_optimizer,params_reg_lambda,params_reg_type,params_tanh_x,params_use_tanh,state
91,52.83,2025-01-15 09:17:14.074165,2025-01-15 09:21:11.076688,0 days 00:03:57.002523,0.08445778150269889,1.0641575486476695,0.8409911933289936,0.4451986164926965,0.032703837223695,14,3,SGD,0.47542285128963624,2,,False,COMPLETE
92,52.11,2025-01-15 09:21:11.152609,2025-01-15 09:27:39.671053,0 days 00:06:28.518444,0.0972318697213794,1.0159883519426112,1.114808316642853,0.46949486423653036,0.02594623866555272,21,1,SGD,0.8986357403155328,2,,False,COMPLETE
93,52.73,2025-01-15 09:27:39.743572,2025-01-15 09:31:11.143076,0 days 00:03:31.399504,0.05407321405844465,0.9676425723802473,1.0492304558463728,0.39308762337433933,0.04063167666228809,16,4,SGD,0.38427358473739315,2,,False,COMPLETE
94,52.629999999999995,2025-01-15 09:31:11.217617,2025-01-15 09:36:55.581474,0 days 00:05:44.363857,0.14574147891900152,1.0858169837216216,0.9741938492563308,0.3681128304622352,0.008417497059163176,18,3,SGD,0.6674189040545105,2,,False,COMPLETE
95,52.35999999999999,2025-01-15 09:36:55.645776,2025-01-15 09:43:06.773483,0 days 00:06:11.127707,0.07161077392894834,1.1733896722592512,0.6799415478231867,0.439107597776722,0.022801773515838397,13,3,SGD,0.49509167960253686,2,,False,COMPLETE
96,52.49,2025-01-15 09:43:06.839095,2025-01-15 09:53:08.017508,0 days 00:10:01.178413,0.5146990596772307,1.2475216057653096,0.9708538557479334,0.4124165720213468,0.0006171809695436105,10,3,SGD,0.3916773934241729,2,,False,COMPLETE
97,51.43,2025-01-15 09:53:08.086475,2025-01-15 09:58:51.026394,0 days 00:05:42.939919,0.7293576486588251,1.1536253734652886,0.8690501348661864,0.3483821009418652,0.013057561963058422,23,1,SGD,0.5713710937898784,2,,False,COMPLETE
98,52.449999999999996,2025-01-15 09:58:51.098867,2025-01-15 10:04:46.219508,0 days 00:05:55.120641,0.10942774432656027,1.0414494405470518,1.087387726821129,0.4766096766018552,0.0024397809568163253,20,2,SGD,0.25698518643513274,1,,False,COMPLETE
99,52.949999999999996,2025-01-15 10:04:46.291721,2025-01-15 10:09:18.992092,0 days 00:04:32.700371,0.08705050476161014,0.9166176111417861,1.2378820533686001,0.41355866146325204,0.016597564784185954,16,4,SGD,0.7429010459049777,2,,False,COMPLETE
100,43.5,2025-01-15 10:09:19.065935,2025-01-15 10:12:10.432815,0 days 00:02:51.366880,0.1621748645640664,0.505620808234776,1.9565154724763387,0.8926004722037717,0.01704670385755086,16,4,SGD,0.7598357820374259,2,8.1553937701953,True,COMPLETE
101,52.629999999999995,2025-01-15 10:12:10.510913,2025-01-15 10:16:45.325012,0 days 00:04:34.814099,0.08592958108228405,0.9087141725372927,1.2241601622334821,0.45420762219257255,0.013033123922354218,13,5,SGD,0.9301457744938586,2,,False,COMPLETE
102,52.839999999999996,2025-01-15 10:16:45.407486,2025-01-15 10:24:14.549690,0 days 00:07:29.142204,0.1254120671646184,0.8040018602146803,1.1275158441277426,0.41113305782533094,0.0019007527736425735,19,5,SGD,0.3279965734806632,2,,False,COMPLETE
103,47.3,2025-01-15 10:24:14.621087,2025-01-15 10:30:36.494835,0 days 00:06:21.873748,0.07939820421224905,0.21821930074280083,1.3188296324620947,0.5008673131678152,0.006818038793392914,18,4,SGD,0.6672955166943697,2,,False,COMPLETE
104,52.669999999999995,2025-01-15 10:30:36.567422,2025-01-15 10:36:32.658520,0 days 00:05:56.091098,0.10177889137560053,1.3113479340639007,0.9814177296318687,0.43095244085735196,0.024874919727818193,15,4,SGD,0.44403995020112047,2,,False,COMPLETE
105,52.400000000000006,2025-01-15 10:36:32.729021,2025-01-15 10:42:19.250298,0 days 00:05:46.521277,0.06749102226347893,1.214280546942188,1.0570033656438906,0.3795538141926178,0.0035085545556313848,21,2,SGD,0.5423118486850926,0,,False,COMPLETE
106,52.71,2025-01-15 10:42:19.308417,2025-01-15 10:48:55.671802,0 days 00:06:36.363385,0.05196575952858182,0.9788956715640436,1.2568129303737339,0.48209553291632656,0.004256902447637646,11,3,SGD,0.21576433051196442,0,,False,COMPLETE
107,52.949999999999996,2025-01-15 10:48:55.751770,2025-01-15 10:55:03.948426,0 days 00:06:08.196656,0.1386737776994209,1.1018521990536037,1.8671492290431846,0.45816555118339714,0.009068148382140921,18,2,SGD,0.8013547099669651,0,,False,COMPLETE
108,52.019999999999996,2025-01-15 10:55:04.015968,2025-01-15 10:59:25.780254,0 days 00:04:21.764286,0.19227009875683518,0.8627110410081809,1.8794919445315468,0.5318152920089502,0.009116645346958168,16,2,Adam,0.7974081642379157,2,,False,COMPLETE
109,51.94,2025-01-15 10:59:25.847590,2025-01-15 11:02:56.113611,0 days 00:03:30.266021,0.22419313803921076,1.2729633575237558,1.8095984657219537,0.5560087120868661,0.0195662327076989,13,4,SGD,0.9951807249595368,0,,False,COMPLETE
110,51.18000000000001,2025-01-15 11:02:56.183536,2025-01-15 11:07:39.310617,0 days 00:04:43.127081,0.13887767014952956,1.1929404660012852,0.9119214303547946,0.4566877276221052,0.008146362373032573,54,17,SGD,0.716320096935579,1,,False,COMPLETE
111,52.71,2025-01-15 11:07:39.393377,2025-01-15 11:13:21.024677,0 days 00:05:41.631300,0.2583492893658528,0.9341753748686992,1.8608235050698978,0.43717159488770213,0.01559197468310639,18,2,SGD,0.42539932399913943,0,,False,COMPLETE
112,51.94,2025-01-15 11:13:21.099703,2025-01-15 11:19:54.012693,0 days 00:06:32.912990,0.12380824375110673,1.108862718347124,1.8970573066640877,0.4112879499671431,0.0067363761102029514,22,1,SGD,0.5170993277165851,0,,False,COMPLETE
113,52.349999999999994,2025-01-15 11:19:54.081468,2025-01-15 11:24:42.305445,0 days 00:04:48.223977,0.15833337171267114,0.7492045081300178,1.7163068248800177,0.4729845049709017,0.010427573603400424,20,5,SGD,0.2926190364029272,0,,False,COMPLETE
114,52.68000000000001,2025-01-15 11:24:42.392486,2025-01-15 11:31:46.608594,0 days 00:07:04.216108,0.10522805341428246,1.0847697779869827,1.9275500881486556,0.5058263603608139,0.002669465018540022,17,3,SGD,0.369187733950951,0,,False,COMPLETE
115,52.01,2025-01-15 11:31:46.687122,2025-01-15 11:37:59.335120,0 days 00:06:12.647998,0.9028438236209311,1.0079769436847819,1.8352667402185499,0.397220673288886,0.011956259461894709,23,1,SGD,0.6181711881003402,0,,False,COMPLETE
116,52.35999999999999,2025-01-15 11:37:59.402567,2025-01-15 11:44:24.787636,0 days 00:06:25.385069,0.08857037704608632,1.1395944907624505,1.0051861608215247,0.357166330751768,0.004860527880958611,15,3,SGD,0.8354499812072018,0,,False,COMPLETE
117,52.2,2025-01-15 11:44:24.855153,2025-01-15 11:50:34.544953,0 days 00:06:09.689800,0.17866746695593275,1.052089578947622,0.48538419508941877,0.4258882908617669,0.0073285346654883175,75,6,SGD,0.499232989978035,0,3.3860681669982426,True,COMPLETE
118,52.73,2025-01-15 11:50:34.607715,2025-01-15 11:58:51.192904,0 days 00:08:16.585189,0.30599395545809627,0.9519018769152572,1.7808890774600894,0.4465029172034132,0.01743984201633794,19,2,SGD,0.002222958488450462,0,,False,COMPLETE
119,52.62,2025-01-15 11:58:51.257169,2025-01-15 12:06:41.835364,0 days 00:07:50.578195,0.8083669433323257,1.3523894432162107,1.0901176534727377,0.48745336632756975,0.002109854523402714,11,3,SGD,0.000975556208522868,0,,False,COMPLETE
120,51.64,2025-01-15 12:06:41.896444,2025-01-15 12:12:12.049060,0 days 00:05:30.152616,0.11840108761802405,1.093853230085472,0.319454724586141,0.3867991481363207,0.038043978853816586,24,5,SGD,0.2667642138173469,0,,False,COMPLETE
121,52.839999999999996,2025-01-15 12:12:12.116227,2025-01-15 12:14:58.959939,0 days 00:02:46.843712,0.14507005118791003,0.920244104396356,1.05723561762729,0.45253110875549674,0.034599723579487845,17,2,Adam,0.6241517003708951,2,,False,COMPLETE
122,52.87,2025-01-15 12:14:59.059061,2025-01-15 12:17:35.998244,0 days 00:02:36.939183,0.05028178088690134,0.9983807097736219,1.0248608136788862,0.46212747418343686,0.030881626238134507,15,4,Adam,0.5888535887397929,2,,False,COMPLETE
123,52.87,2025-01-15 12:17:36.077337,2025-01-15 12:21:06.493976,0 days 00:03:30.416639,0.07090976362432781,0.990713464257592,1.1250487721908935,0.41809161885968105,0.02523479050569284,15,4,Adam,0.3300209991236557,2,,False,COMPLETE
124,52.72,2025-01-15 12:21:06.554854,2025-01-15 12:23:56.068689,0 days 00:02:49.513835,0.07703194393914915,1.0391813084310146,1.7476881876666026,0.4609055672292493,0.028914511757511713,13,4,Adam,0.7265126289825892,2,,False,COMPLETE
125,52.87,2025-01-15 12:23:56.133098,2025-01-15 12:26:39.647256,0 days 00:02:43.514158,0.055902292467278424,1.2519311538458,1.682323193844355,0.4396672130832155,0.005678875186011769,9,3,Adam,0.4503198072290059,2,,False,COMPLETE
126,52.400000000000006,2025-01-15 12:26:39.711078,2025-01-15 12:29:10.871279,0 days 00:02:31.160201,0.050063486055025974,1.150030492693323,0.9486499361614371,0.49699329263049147,0.03122639319205107,21,6,Adam,0.5892181155134055,2,,False,COMPLETE
127,52.96999999999999,2025-01-15 12:29:10.959496,2025-01-15 12:31:54.103177,0 days 00:02:43.143681,0.09481905512993569,1.1917921029976213,1.1521227232300937,0.47502253229009295,0.05400261301421524,18,4,SGD,0.16617034127772043,0,,False,COMPLETE
128,52.790000000000006,2025-01-15 12:31:54.172253,2025-01-15 12:36:55.603016,0 days 00:05:01.430763,0.09128578517472549,1.2026789320132805,1.2857509350809453,0.40234472535246946,0.05608969011480406,18,5,SGD,0.36429837164509815,0,,False,COMPLETE
129,52.59,2025-01-15 12:36:55.671230,2025-01-15 12:42:52.326038,0 days 00:05:56.654808,0.11052642780161613,1.3012230623999457,1.178921568434557,0.5097329172856133,0.06568217630993808,19,4,SGD,0.23143217494084253,0,,False,COMPLETE
130,52.55,2025-01-15 12:42:52.406178,2025-01-15 12:49:11.166972,0 days 00:06:18.760794,0.2008968516706497,1.436186744413779,1.2396689909370646,0.4810207527556262,0.0031924400016205665,20,3,SGD,0.8664935003073502,0,,False,COMPLETE
131,52.87,2025-01-15 12:49:11.229467,2025-01-15 12:51:45.008429,0 days 00:02:33.778962,0.07202249665631769,1.1373852350341065,1.9682459677373962,0.46932619184257846,0.046610942227511346,16,4,SGD,0.4257073782676074,0,,False,COMPLETE
132,52.88,2025-01-15 12:51:45.098784,2025-01-15 12:54:45.452002,0 days 00:03:00.353218,0.09674736667095751,1.0831080092552636,1.0282617574161232,0.42655539291856986,0.0988363726357376,14,4,SGD,0.17513592925234872,0,,False,COMPLETE
133,52.71,2025-01-15 12:54:45.518528,2025-01-15 12:59:02.354159,0 days 00:04:16.835631,0.12928027031234957,1.092710356994314,1.0899258082591805,0.42462572062554704,0.07980402790230767,12,3,SGD,0.16619684326136186,0,,False,COMPLETE
134,52.39,2025-01-15 12:59:02.425010,2025-01-15 13:01:34.941578,0 days 00:02:32.516568,0.09422285125879443,1.2489920257930451,1.1516911079876748,0.3709852104674662,0.08892957384541898,14,4,SGD,0.27240993077375153,0,,False,COMPLETE
135,53.04,2025-01-15 13:01:35.014829,2025-01-15 13:07:52.616354,0 days 00:06:17.601525,0.4741085239082206,1.1869212214923766,0.9829985683892899,0.4375564308611641,0.06661902737965504,22,5,SGD,0.19511539762395047,0,,False,COMPLETE
136,52.559999999999995,2025-01-15 13:07:52.700130,2025-01-15 13:10:26.996868,0 days 00:02:34.296738,0.6254479308546796,1.1822212505722975,0.9138047432447316,0.43201220667208534,0.07330179314732715,17,5,SGD,0.19252363295006564,0,,False,COMPLETE
137,52.76,2025-01-15 13:10:27.079634,2025-01-15 13:14:08.109495,0 days 00:03:41.029861,0.34083530522222827,1.2195914944155906,0.9999427543004225,0.44749358915843235,0.08470204474648597,18,5,SGD,0.1333073758669978,0,,False,COMPLETE
138,51.99,2025-01-15 13:14:08.176760,2025-01-15 13:19:57.506215,0 days 00:05:49.329455,0.4092485055154357,1.3731341781326136,0.8433895717882999,0.3999140318092235,0.07102683879614265,11,4,SGD,0.1052969111208333,0,5.4817980961102,True,COMPLETE
139,49.41,2025-01-15 13:19:57.605685,2025-01-15 13:23:33.976337,0 days 00:03:36.370652,0.46975438807915193,1.0420598156667056,1.0358149128563114,0.7243426934058026,0.09878742562250901,7,3,SGD,0.15622083309850152,0,,False,COMPLETE
140,52.459999999999994,2025-01-15 13:23:34.062471,2025-01-15 13:27:31.715484,0 days 00:03:57.653013,0.4312093676226352,1.3193193399550127,0.8842259913089894,0.4852257231900992,0.05274585245509488,22,2,SGD,0.0653100298134586,0,,False,COMPLETE
141,52.839999999999996,2025-01-15 13:27:31.791902,2025-01-15 13:30:38.321140,0 days 00:03:06.529238,0.5513909075054908,1.1095194008811282,0.9451046225030572,0.4151836248717538,0.06216572315214338,20,5,SGD,0.33902751861906116,0,,False,COMPLETE
142,52.72,2025-01-15 13:30:38.391582,2025-01-15 13:35:32.970591,0 days 00:04:54.579009,0.10756739997946316,1.0792551902055691,1.1074207023195994,0.4333148201970733,0.009348334920970352,41,7,SGD,0.9931734922215827,0,,False,COMPLETE
143,52.739999999999995,2025-01-15 13:35:33.050632,2025-01-15 13:38:56.148839,0 days 00:03:23.098207,0.08905423478722249,1.1751800923518605,1.8579430430646116,0.3881430798772495,0.04080111607555636,26,6,SGD,0.20109475688068643,0,,False,COMPLETE
144,53.03,2025-01-15 13:38:56.233667,2025-01-15 13:44:02.733368,0 days 00:05:06.499701,0.1604047218730827,1.133893836525945,1.9302578775862456,0.45077826213469824,0.04828130939021318,23,6,SGD,0.5204692109186004,0,,False,COMPLETE
145,48.309999999999995,2025-01-15 13:44:02.791632,2025-01-15 13:47:39.968114,0 days 00:03:37.176482,0.24130183091729143,1.1422654665856609,1.918437039150268,0.46687944659744685,0.04560198953967467,29,20,SGD,0.506100481226674,1,,False,COMPLETE
146,53.09,2025-01-15 13:47:40.046106,2025-01-15 13:50:46.051764,0 days 00:03:06.005658,0.16126648151431455,1.2443952451487688,1.8084630123872987,0.45286818524765765,0.04880888374291839,22,4,SGD,0.6635950377088642,0,,False,COMPLETE
147,52.129999999999995,2025-01-15 13:50:46.130034,2025-01-15 13:54:08.951419,0 days 00:03:22.821385,0.1731254175901147,1.9752571778839596,1.7828838629551433,0.44947376322569554,0.04457766607357391,21,4,SGD,0.7169771680495772,0,,False,COMPLETE
148,50.07,2025-01-15 13:54:09.036044,2025-01-15 13:56:58.217170,0 days 00:02:49.181126,0.13320148325715775,0.8875565914371935,1.9982464404815892,0.534314916902657,0.05608121599551856,23,13,SGD,0.43103329500597265,0,,False,COMPLETE
149,52.68000000000001,2025-01-15 13:56:58.297341,2025-01-15 13:59:31.144340,0 days 00:02:32.846999,0.14310587658097992,1.233362116723576,1.8178014462739192,0.4983067745594449,0.058958488180871994,16,4,SGD,0.7650290423342925,0,,False,COMPLETE
150,52.76,2025-01-15 13:59:31.229727,2025-01-15 14:02:54.522784,0 days 00:03:23.293057,0.38617346799096397,1.2699092523789137,1.8250813912019388,0.47627623647504796,0.050865051816485124,14,3,SGD,0.49839753776283546,0,,False,COMPLETE
151,52.82,2025-01-15 14:02:54.608875,2025-01-15 14:08:49.246739,0 days 00:05:54.637864,0.1577857634487403,1.192603051173417,1.8863866175582442,0.43998539094857986,0.06582379011073845,19,5,SGD,0.598781884063262,0,,False,COMPLETE
152,53.11,2025-01-15 14:08:49.310081,2025-01-15 14:12:10.113664,0 days 00:03:20.803583,0.28444364018853935,1.0559563182380172,0.9857274231645683,0.41666223936650226,0.03663248430075923,17,4,SGD,0.7312366917677163,0,,False,COMPLETE
153,53.04,2025-01-15 14:12:10.187531,2025-01-15 14:15:22.406443,0 days 00:03:12.218912,0.2898312557508517,1.0533721780034035,0.9803352358596382,0.45685897022960753,0.040606446628872674,17,4,SGD,0.09168746406060445,0,,False,COMPLETE
154,53.02,2025-01-15 14:15:22.490164,2025-01-15 14:17:47.998272,0 days 00:02:25.508108,0.2789484057840537,1.0105974581153276,0.9660036892942462,0.4608852212330246,0.04792111265206011,17,4,SGD,0.8469980617878216,0,,False,COMPLETE
155,53.080000000000005,2025-01-15 14:17:48.079841,2025-01-15 14:21:15.343176,0 days 00:03:27.263335,0.2608107978979579,0.9665272266585251,0.9764655212823035,0.45562911496192016,0.03632338013637612,17,3,SGD,0.7078256548385401,0,,False,COMPLETE
156,52.690000000000005,2025-01-15 14:21:15.414234,2025-01-15 14:25:09.334323,0 days 00:03:53.920089,0.28307754645259237,0.9759966581304073,0.9797167957045732,0.4626390650444223,0.03989935839792974,22,2,SGD,0.7901373317917968,0,,False,COMPLETE
157,53.03,2025-01-15 14:25:09.409710,2025-01-15 14:28:17.065572,0 days 00:03:07.655862,0.3021166543984992,1.0369086828183043,0.959772465490191,0.456243665537032,0.0352952382293215,17,4,SGD,0.7143596028393762,0,,False,COMPLETE
158,52.580000000000005,2025-01-15 14:28:17.135497,2025-01-15 14:31:30.568328,0 days 00:03:13.432831,0.3238361724191756,1.0134345033952068,0.9478370987947317,0.5181784440517491,0.03651955990075855,20,3,SGD,0.6939386829699398,0,,False,COMPLETE
159,52.12,2025-01-15 14:31:30.634792,2025-01-15 14:36:54.525803,0 days 00:05:23.891011,0.26693043166195257,1.042543423803289,0.7976543937563301,0.45416432237883,0.047426527861350556,26,1,SGD,0.9993279134998034,0,,False,COMPLETE
160,52.849999999999994,2025-01-15 14:36:54.604506,2025-01-15 14:41:36.277818,0 days 00:04:41.673312,0.3569007252572579,0.9526139394128911,0.883164832478389,0.4922490469910933,0.04184762465728061,17,4,SGD,0.09452881608729409,0,,False,COMPLETE
161,52.86,2025-01-15 14:41:36.348974,2025-01-15 14:44:17.332476,0 days 00:02:40.983502,0.2888803213515556,1.060934002156945,0.978543994527238,0.4096024223238528,0.0508122336275297,16,4,SGD,0.6797919073051103,0,,False,COMPLETE
162,53.0,2025-01-15 14:44:17.407037,2025-01-15 14:48:15.961670,0 days 00:03:58.554633,0.2494853996687578,1.1509798904588096,1.0032215947976635,0.4458131664613148,0.036873292324015705,19,3,SGD,0.5392683386858298,0,,False,COMPLETE
163,52.959999999999994,2025-01-15 14:48:16.054917,2025-01-15 14:51:45.214974,0 days 00:03:29.160057,0.30662385040327816,1.1479107812525953,1.0632810206897938,0.4470998842568994,0.03669546164238147,19,3,SGD,0.8207056933112264,0,,False,COMPLETE
164,52.86,2025-01-15 14:51:45.272106,2025-01-15 14:55:10.870172,0 days 00:03:25.598066,0.3142927694185986,1.1518678210486466,1.077166376107005,0.44221765117062317,0.03580653845555045,21,3,SGD,0.5420291010454971,0,,False,COMPLETE
165,52.849999999999994,2025-01-15 14:55:10.948118,2025-01-15 14:59:05.421857,0 days 00:03:54.473739,0.2986560133537774,1.1324329647822262,1.0018748430897346,0.4824722549651333,0.02750902829730802,19,3,SGD,0.8401172905640603,0,,False,COMPLETE
166,52.849999999999994,2025-01-15 14:59:05.503018,2025-01-15 15:01:59.845456,0 days 00:02:54.342438,0.2546223920677184,1.0304003864087585,0.9165082797526851,0.4739971672366233,0.03293281118582783,22,5,SGD,0.6302495369673647,0,,False,COMPLETE
167,53.0,2025-01-15 15:01:59.928942,2025-01-15 15:05:05.968863,0 days 00:03:06.039921,0.23469734747204646,1.0086659434409826,1.0498055170456522,0.4487464669275494,0.0384880186024709,24,5,SGD,0.49242523142230515,0,,False,COMPLETE
168,52.900000000000006,2025-01-15 15:05:06.048001,2025-01-15 15:07:49.845007,0 days 00:02:43.797006,0.22586412209901752,0.9791273694327518,0.9571536775703493,0.4520852160454014,0.038066965012472316,24,5,SGD,0.02597779237316913,0,,False,COMPLETE
169,52.72,2025-01-15 15:07:49.916694,2025-01-15 15:10:54.070080,0 days 00:03:04.153386,0.24326944331662873,1.066261642392399,1.0525673254378853,0.46592746091249193,0.04361053871090097,23,3,SGD,0.4053421167581051,0,1.3540655033660154,True,COMPLETE
170,52.769999999999996,2025-01-15 15:10:54.145029,2025-01-15 15:13:43.535342,0 days 00:02:49.390313,0.2746470205648979,1.1200566924838682,0.9990761104947946,0.43449460051206107,0.031741039362856105,25,6,SGD,0.4978975042496608,0,,False,COMPLETE
171,52.93,2025-01-15 15:13:43.613903,2025-01-15 15:17:25.843653,0 days 00:03:42.229750,0.32925581122731473,0.8303207968731486,1.0366428123634681,0.4122490569432335,0.048275819302033396,19,4,SGD,0.6718173972888057,0,,False,COMPLETE
172,53.11,2025-01-15 15:17:25.925558,2025-01-15 15:20:37.075493,0 days 00:03:11.149935,0.29493024778101357,1.0116789344751538,1.0672174201738867,0.4459163638898953,0.037840140743809814,18,4,SGD,0.5474001965753158,0,,False,COMPLETE
173,52.900000000000006,2025-01-15 15:20:37.148256,2025-01-15 15:26:53.966526,0 days 00:06:16.818270,0.21448136161189688,1.0144693590897118,1.0603221715619005,0.44639122851288093,0.036898276592451894,20,3,SGD,0.5287757135900463,0,,False,COMPLETE
174,53.09,2025-01-15 15:26:54.034796,2025-01-15 15:30:04.006177,0 days 00:03:09.971381,0.307046181488504,0.9579886116355542,0.9633236417532324,0.4324124791834794,0.04266239678312865,18,4,SGD,0.38266800871178114,0,,False,COMPLETE
175,53.059999999999995,2025-01-15 15:30:04.076277,2025-01-15 15:39:04.565879,0 days 00:09:00.489602,0.3076313325814312,0.9434165425714572,0.9331559772204426,0.4259458665744479,0.0010251889191325195,17,4,SGD,0.5709982464704239,0,,False,COMPLETE
176,53.06999999999999,2025-01-15 15:39:04.651374,2025-01-15 15:42:13.727581,0 days 00:03:09.076207,0.29428446741962155,0.9337687455985824,0.9265325726293212,0.4284111454210222,0.04213483148811491,17,4,SGD,0.45953509017610505,0,,False,COMPLETE
177,52.99,2025-01-15 15:42:13.798455,2025-01-15 15:50:18.504969,0 days 00:08:04.706514,0.2935630875599218,0.8665909852031204,0.8401388370900564,0.43015850279890266,0.0010445585455567316,17,4,SGD,0.4623911741041145,0,,False,COMPLETE
178,52.65,2025-01-15 15:50:18.591213,2025-01-15 15:53:10.003412,0 days 00:02:51.412199,0.27108660829494713,0.9563206442917479,0.9082089545835617,0.3984633445561346,0.040876095483933755,15,4,SGD,0.3602849971526384,0,,False,COMPLETE
179,53.080000000000005,2025-01-15 15:53:10.074286,2025-01-15 15:58:35.186066,0 days 00:05:25.111780,0.2632660464695613,0.9360447544378716,0.9566119280012193,0.4242117593062967,0.000630548670375325,17,4,SGD,0.5875870645433214,1,,False,COMPLETE
180,52.76,2025-01-15 15:58:35.270275,2025-01-15 16:04:42.559981,0 days 00:06:07.289706,0.2537325541989481,0.9142957347987335,0.9522741121784277,0.38616916032263754,0.0005381772404261396,17,4,SGD,0.5695838301846146,1,,False,COMPLETE
181,53.0,2025-01-15 16:04:42.641879,2025-01-15 16:10:44.229936,0 days 00:06:01.588057,0.2828569174577224,0.9865642855182639,0.9769400581962798,0.4239442835475692,0.0008096210812706813,16,4,SGD,0.45451675748909526,1,,False,COMPLETE
182,52.800000000000004,2025-01-15 16:10:44.301303,2025-01-15 16:16:51.668103,0 days 00:06:07.366800,0.28484730442332035,0.9454837531292924,0.8704049836515231,0.4219437118667015,0.0006984621323476374,15,4,SGD,0.46271142388208747,1,,False,COMPLETE
183,52.87,2025-01-15 16:16:51.735916,2025-01-15 16:23:08.153546,0 days 00:06:16.417630,0.31596064345557945,1.0014936309085274,0.9240437883919058,0.4044611595348628,0.0008748655290923997,18,5,SGD,0.375460196344534,1,,False,COMPLETE
